Gene 	gene.1	Gene.2	  Oocyte	 Zygote	2cell 	4cell 	8cell 	Morulae	Blastocyst	hESC.p0	hESC.p10
MER68-int	LTR	ERVL	34.16964925	45.30484499	47.49357245	47.75831542	38.99978209	18.13561022	23.50692503	26.48507206	21.30826147
L1M2a1	LINE	L1	30.76857015	68.55549373	90.42549548	98.90840533	45.18079497	4.699581374	1.633341477	2.136436857	1.47461356
MER88	LTR	ERVL	0.147821191	0.269439593	0.375634527	0.190464778	1.531701875	1.397907138	1.090967426	0.144809293	0.711723811
LTR75_1	LTR	ERV1	1.432714385	1.05975246	0.931771142	0.876999443	5.613587227	4.266969575	0.544303469	1.143533242	1.046087697
MER57E1	LTR	ERV1	9.252593323	2.696981768	2.129781444	3.769218455	5.265707892	2.974959783	1.454415341	3.635516214	5.461057048
MER4A1_	LTR	ERV1	3.691383818	7.265862867	7.423581882	9.559717974	7.792534235	9.139921487	19.7921655	11.80806855	12.77738955
MER57E3	LTR	ERV1	0.624215222	0.498703842	0.790957431	1.771137334	17.71218156	15.98075481	7.068923815	24.71267072	22.79988211
HERVK14-int	LTR	ERVK	166.3572608	188.9692777	254.6292576	223.5840802	75.4417695	24.29648035	1.640391851	6.48706959	14.99404399
L4_A_Mam	LINE	RTE-X	67.58885324	85.38856979	83.8918761	100.1589966	103.5441723	66.87722922	22.59242128	72.27077086	111.15962
tRNA-Ser-TCA	tRNA	tRNA	0	0	0	0	0.001218914	0	0	0	0
MER85	DNA	PiggyBac	18.1448152	22.85207862	15.76986829	20.1939063	13.37303539	12.65224549	22.75095645	19.69322115	23.48217851
LTR16A2	LTR	ERVL	13.29252155	15.98457774	14.73676119	24.758287	14.8838154	16.48702537	7.857227959	8.973612025	9.881252157
LTR16A1	LTR	ERVL	83.26860938	83.90752877	75.16592933	84.10353036	59.31995563	29.17642411	10.70888389	18.77316479	18.76888705
LTR19-int	LTR	ERV1	0.753651506	0.552474861	0.384748012	1.208011723	6.349967753	5.389230848	5.21857442	11.35703282	15.456927
LTR71A	LTR	ERV1	1.081005384	0.938393797	0.752169872	0.815069215	3.243982261	4.539578856	0.595069833	2.474240766	3.787023207
LTR71B	LTR	ERV1	11.68727751	16.63619755	5.781296071	4.105732322	4.057336149	1.712700375	1.175896571	1.50947069	1.595256886
Charlie9	DNA	hAT-Charlie	18.20277926	10.40925261	7.905893414	10.84560825	40.63010685	34.08394931	20.23768825	38.02331462	42.31722761
MER61C	LTR	ERV1	1.7254409	0.989733808	1.166944902	2.135948403	11.15376663	13.54665487	3.900843548	17.04751422	30.2046841
MER61B	LTR	ERV1	16.12275147	25.71061049	25.18759341	19.93475441	9.060099296	7.423759241	1.617933615	3.472834461	3.877811493
MER61A	LTR	ERV1	24.0990598	43.0036147	46.28256255	32.200319	15.93626975	12.32057386	13.31941551	109.7738525	83.42248285
Tigger5b	DNA	TcMar-Tigger	40.39435022	33.54860829	21.12971051	26.07493701	42.39705644	25.13844521	27.27866506	40.36956031	32.3236238
MER61F	LTR	ERV1	1.046535013	1.62230709	0.913959146	2.027595002	1.156915756	0.807738004	0.01252011	1.22965258	0.552699172
MER61E	LTR	ERV1	0.517465399	1.07155044	1.049586713	1.7983039	3.076279608	5.210764997	1.860736127	1.446713454	0.835085459
MER61D	LTR	ERV1	8.218539215	13.53024897	7.948933068	6.00455458	2.187856463	2.960555719	0.846086774	3.468302987	2.892301197
MER136	DNA	DNA	1.407728483	2.120306883	1.717036836	2.525564948	0.816367568	0.116290912	0.345682803	2.095551608	1.611038356
MER75	DNA	PiggyBac	8.359876572	7.563215355	8.392394	9.358060844	9.945471784	7.967997259	2.834927173	9.638329046	15.5929945
MER76	LTR	ERVL	22.53070546	27.18433211	21.44536828	23.99244959	12.81022831	8.049635585	6.577081402	7.911280304	9.662017437
MER77	LTR	ERVL	56.27382086	49.37910221	34.3947981	47.95134376	33.33454793	38.02637332	15.08928156	17.93155728	18.80528292
MER72	LTR	ERV1	24.45810667	21.68193973	14.36606462	23.25294604	114.8516303	34.08598816	3.54775563	6.346943352	8.748979985
MER73	LTR	ERVL	55.29428287	91.08485295	117.0417908	75.09533228	20.96459882	3.891623734	0.047102732	2.044173782	0.41100334
L1MC5a	LINE	L1	534.0941475	419.6261504	370.7652068	467.6939571	360.3418838	243.8190846	140.0741798	228.1609855	262.5207725
Helitron1Na_Mam	RC	Helitron	2.027308231	3.334461553	2.136490549	2.374250924	3.602037785	3.3628845	0.571406695	0.801787216	1.471096193
LTR12C	LTR	ERV1	1055.516368	1088.893086	1088.838735	1030.630335	838.4070097	805.7065169	70.97316564	71.58642243	78.71430927
LTR12B	LTR	ERV1	17.4027494	13.86792269	17.91640041	20.30027768	20.95402269	22.40122095	3.780080468	4.33406503	5.063944781
MER61-int	LTR	ERV1	20.91053238	28.00227548	36.32075347	28.79360828	38.4805701	36.56347381	12.31117413	29.06669656	51.09841509
tRNA-Ile-ATA	tRNA	tRNA	0.066451871	0.092421917	0.030804666	0.074245597	0.247474888	0.111754865	0.048663589	0.725921312	0.666540986
LTR12F	LTR	ERV1	11.30214432	23.24175257	16.07729286	14.85891871	86.45896828	26.81150214	3.478735865	12.23487522	15.49159896
LTR12E	LTR	ERV1	113.0762218	97.05090257	109.0180388	109.174997	91.30223728	99.674794	9.920821462	14.08041589	22.73456005
LTR12D	LTR	ERV1	133.3627891	125.4656214	163.228369	166.9454299	175.7261911	176.0824498	9.361545423	12.50691987	11.20822667
tRNA-Met	tRNA	tRNA	0.695096014	1.309292597	0.812937413	0.927233267	0.255019918	0.334314329	0.139155285	0.333259616	0.365842561
HERV30-int	LTR	ERV1	0.096339099	0.308322258	0.190305909	0.903832748	1.116288299	0.929787162	4.764948012	0.478263382	0.694439936
tRNA-Ser-TCY	tRNA	tRNA	0	0	0	0	1.516885252	0.435815702	0.21666698	0.00844659	0.3553147
U13	snRNA	snRNA	0.804337477	0.846176462	0.813299718	0.974548727	2.485755304	3.982623004	2.077309472	4.13674881	3.246674623
LTR47A2	LTR	ERVL	1.465963026	3.419108674	1.623121817	4.950312399	2.990374519	1.151338642	1.721069125	4.577250541	4.150739181
LTR40a	LTR	ERVL	35.83936714	50.75807195	43.72683673	37.22795439	23.9612908	20.88794285	6.101389426	16.37114148	19.49017892
LTR40b	LTR	ERVL	6.969380721	13.83635723	13.40394498	14.57620731	18.11753711	14.61473696	6.738410256	13.36646597	11.30230391
LTR33A_	LTR	ERVL	32.20500954	42.89829853	53.56596585	40.69397785	25.6089836	12.36516397	3.82645144	7.96135561	10.16557557
LTR12_	LTR	ERV1	80.41546051	68.03102695	82.13419758	90.34090358	130.3075763	100.54607	9.050738431	9.420161142	10.75015449
L4_C_Mam	LINE	RTE-X	130.7365002	72.1833893	47.43685571	80.42282093	72.79917656	52.65553531	29.61632171	52.47010997	66.54503707
Eulor9C	DNA	DNA	0.90902127	0.782852323	0.694404151	1.309177009	2.565477408	1.17156891	0.027487368	1.045090551	0.660403995
Eulor9B	DNA	DNA	0.752033791	1.2048953	0.834131953	1.487470991	0.898151089	0.36577732	0	0.007112088	0.026022306
tRNA-Met-i	tRNA	tRNA	0.040273863	0.127084628	0.040767472	0.038904382	0.690863841	0.247093542	0.005906598	0.019536793	0.017346997
MER123	DNA	DNA	0.911832474	0.851402963	0.510549846	0.92217078	0.888056704	0.879347603	1.395085658	3.618399165	3.241666843
BSR_Beta	Satellite	Satellite	38.2458726	35.27564696	19.28529322	42.65351656	159.2020066	94.32626537	45.0693289	73.95679064	85.06123605
LTR2	LTR	ERV1	37.13521712	29.1155199	22.64048345	22.47470561	37.35834134	29.64234494	13.15255167	59.49783475	40.48895737
MER2	DNA	TcMar-Tigger	101.2313372	125.4459487	96.16227675	92.35914556	185.655542	138.2954043	90.4152845	178.6488482	173.9723121
MER3	DNA	hAT-Charlie	73.39034795	78.05924647	60.12270551	81.68644859	154.9209767	132.2611141	101.9577125	200.5889476	223.6979173
Arthur1C	DNA	hAT-Tip100	8.394224201	6.149384931	4.458440313	10.22626005	7.089973726	7.465868242	2.145755806	3.465545296	3.685047367
HERVL74-int	LTR	ERVL	3.178822511	5.474306414	5.493266408	9.047101141	7.491732771	8.258504015	2.161156357	6.073853591	1.97895537
Arthur1A	DNA	hAT-Tip100	5.745452657	7.928980761	7.495460555	8.853158559	7.349482727	10.90315043	4.638309957	12.00680945	15.41530782
HERV1_LTRa	LTR	ERV1	0.065206051	0.262876862	0.089440408	0.568458419	2.744721152	3.114919855	0.499119335	1.694197832	1.059809559
HERV1_LTRc	LTR	ERV1	0.287746002	0.397680984	0.37661474	0.484453502	0.55657369	0.121073583	0.006873682	0	0.001086653
HERV1_LTRb	LTR	ERV1	0.029489859	0.033683347	0.008992855	0.024267781	3.100874412	1.338170538	0.146602295	0	2.143368846
HERV1_LTRe	LTR	ERV1	0.43310241	0.563034529	0.744687806	0.376708349	0.165083441	0.127754494	0.092402305	0	0.230177752
HERV1_LTRd	LTR	ERV1	0	0.027245717	0.03178329	0.018185654	0	0.923179956	0.101773835	0	0.055251364
MER4-int	LTR	ERV1	40.55529006	44.93550391	34.43184829	52.93748805	239.0180217	111.6087525	37.02981076	73.76204041	49.25118229
Tigger4b	DNA	TcMar-Tigger	41.65048815	38.12103106	26.18287366	32.82836122	45.72449491	43.67759732	18.62022532	45.89977669	54.27863348
MER106B	DNA	hAT-Charlie	5.375856628	4.244239539	4.084924249	4.508237503	11.57636797	7.802969166	6.095090211	14.14342688	9.199812163
MER106A	DNA	hAT-Charlie	22.6545615	36.28907134	21.72035935	23.05564059	8.696541614	7.254067578	15.48661974	15.00366251	14.09611188
MamGypLTR1a	LTR	Gypsy	2.715589729	3.685291115	2.029447259	6.730758354	11.83913992	12.36217033	2.534973437	9.514576494	21.69021907
L1M3de	LINE	L1	0.8995368	1.132231372	1.026040765	1.539155771	4.388927605	10.55675322	0.106950032	2.099133274	1.934093859
MamGypLTR1b	LTR	Gypsy	7.514299573	16.04855984	11.04438045	14.49674507	13.2510836	6.747294635	3.300791697	22.50603804	26.99128808
MamGypLTR1d	LTR	Gypsy	9.101453316	9.949182361	5.894765862	10.86304402	6.335811618	3.5836371	1.572763308	1.683679775	1.514085669
L1PA15-16	LINE	L1	83.80898773	35.39681205	37.32158656	31.46042428	28.63008399	36.18124652	7.543225594	22.68597045	19.7830345
MER44D	DNA	TcMar-Tigger	3.611922153	2.328364698	2.081515314	3.468492242	9.394486174	10.25941975	2.572145635	7.213075795	7.653604487
MER113	DNA	hAT-Charlie	105.8190278	107.0481178	76.43395739	56.41437415	43.96487239	29.00200351	15.47786699	43.19753346	52.64291624
LTR3B_	LTR	ERVK	35.70103972	272.5879201	275.1975252	202.8321129	80.91276482	14.02147688	3.968079259	4.224258678	3.54555948
HERV-Fc2_LTR	LTR	ERV1	0	0.013622858	0	0	0.020010688	0	0	0	0
MER84-int	LTR	ERV1	0.238409129	1.295928689	0.690553176	2.085683421	1.974781929	3.027012967	1.329784357	4.569383395	6.763683372
MER41A	LTR	ERV1	188.178992	350.5582881	631.6735526	253.2234646	115.9553187	58.87070434	25.75560377	57.16891088	56.60703948
MER66-int	LTR	ERV1	7.445619145	22.9905043	26.49032058	28.30451179	16.5192349	26.57089047	3.671784875	8.176442766	17.67582628
TAR1	Satellite	telo	37.5233445	25.08747417	26.74065654	22.79350069	9.829061574	5.715791368	0.498744072	2.142548863	0.357200749
Tigger16b	DNA	TcMar-Tigger	23.83539148	19.54096369	17.4612583	24.0544073	17.54427557	16.95888424	33.41871179	45.83434466	41.16708129
MER74C	LTR	ERVL	19.2629827	16.19179352	13.64134354	16.81696365	8.365143201	3.814706656	0.052523294	1.199492017	1.762790896
MLT2A1	LTR	ERVL	5.774439103	19.91198051	23.81286024	29.05841986	143.5811446	107.9575084	20.76570294	16.99601803	22.32384812
MLT1E-int	LTR	ERVL-MaLR	0	0	0.008992855	0.040281598	0	0	0	0	0
MER74B	LTR	ERVL	34.71092609	45.90438928	30.46853438	38.04836256	20.55251102	17.2119393	8.069564682	10.68724638	10.22525464
MLT2A2	LTR	ERVL	26.16519177	35.62460631	69.3896346	25.31044338	81.40984342	65.60022157	21.04268646	38.63008596	45.9622175
Arthur1B	DNA	hAT-Tip100	11.9352711	11.83458726	9.075045488	18.00448409	22.0315938	12.28785611	8.010703451	10.16271869	19.53186641
PRIMA4-int	LTR	ERV1	3.058847991	6.78849028	4.560355091	12.08780419	33.96883882	16.6886353	9.696212884	21.18440133	22.24376609
THE1D-int	LTR	ERVL-MaLR	18.03730255	16.57531784	13.88557149	22.88152271	72.33132628	36.97732103	15.04601075	45.62743051	30.0521003
Mam_R4	LINE	Dong-R4	5.662998707	4.29104628	2.582221103	4.004170961	3.071406824	3.186394542	6.049515927	39.40720958	45.87374775
MLT1G1	LTR	ERVL-MaLR	122.6503344	72.76104015	61.87608962	107.2254226	75.47421021	46.57907411	27.86639191	37.77333721	27.57077703
MLT1G3	LTR	ERVL-MaLR	55.74676957	41.76631267	32.25305115	63.78927057	56.51060249	34.44726721	8.013482653	18.31451719	23.55742014
Charlie25	DNA	hAT-Charlie	22.68854235	17.771397	11.78167508	15.09738769	11.3827925	12.93699901	4.821533463	11.08740193	11.80906836
Charlie24	DNA	hAT-Charlie	28.84107501	31.44377171	24.73900167	20.23741232	16.29962649	11.88575853	7.188828469	17.49036439	22.49557005
LTR6B	LTR	ERV1	127.7039761	137.4061523	121.9614604	78.79131526	30.14840607	17.8312276	15.55214196	128.9852805	78.93709617
tRNA-SeC_e_-TGA	tRNA	tRNA	0	0	0.023169831	0.180956553	0.003309745	0.004813348	0	0	0
MLT1H-int	LTR	ERVL-MaLR	6.480163512	9.000510896	6.619385877	13.96557534	12.45675797	10.42851855	4.145626124	10.09182494	7.834956879
LOR1a	LTR	ERV1	21.15224592	43.18075545	47.3898517	21.09443193	25.52352469	16.50391439	2.882038298	6.09124349	5.167261228
Arthur1	DNA	hAT-Tip100	99.09165768	50.0107932	45.28137721	40.92373815	19.17705333	13.83888733	7.454602233	8.306876037	9.589666403
MLT1J1-int	LTR	ERVL-MaLR	1.582972118	2.804042777	2.605106561	5.164695895	3.72723798	5.150524084	1.198653521	3.369577297	1.536908169
LOR1b	LTR	ERV1	18.31401916	33.81115059	38.07529256	26.5617283	49.86218466	24.47710545	3.868947423	9.048061974	14.29591682
L1M2	LINE	L1	144.5424806	156.0460663	129.3860897	108.3898397	193.2511086	250.3259676	152.6356121	422.3978128	470.9203319
LTR10B2	LTR	ERV1	0.274895968	0.835385029	0.781251022	0.811160987	1.887884716	3.608846912	2.804924064	2.015832285	2.640362623
LTR108c_Mam	LTR	ERVL	0.030311453	0.06855064	0.140104478	0.071227391	0.097369294	0.234999788	0	0	0.004724824
MLT1K-int	LTR	ERVL-MaLR	4.97704766	5.029035159	2.784082003	10.35154017	2.673034425	1.380161219	0.091539034	0.28735162	0.599230047
MIRb	SINE	MIR	2849.655852	2554.374456	2035.951721	2751.998018	2955.892493	2131.701312	1186.62166	2267.759546	2635.778162
Charlie13a	DNA	hAT-Charlie	3.594992388	3.945836954	3.088608245	5.044794129	10.47055743	7.710931487	4.727091424	11.45111833	12.31047553
Charlie13b	DNA	hAT-Charlie	2.19304054	2.796082768	1.986921207	3.998241097	5.94295185	3.354654165	2.110341752	4.201109518	13.54459215
MER63B	DNA	hAT-Blackjack	14.36987701	20.29403403	18.23844002	14.32830127	31.13987671	39.79382687	12.7218689	23.11973708	27.23525838
ALR_Alpha	Satellite	centr	0.97716866	1.922846737	1.020206205	4.332704332	9.309434875	10.6107165	3.921299716	6.624789689	7.092519467
MER66D	LTR	ERV1	2.222875436	3.647531349	3.090510789	4.021221748	1.232906832	2.673896367	0.877719099	2.255076025	3.619933828
LTR107_Mam	LTR	LTR	4.55541098	4.734545891	2.840665708	3.863319159	2.626493292	3.00680543	2.825685535	2.830334414	4.165932668
MER66C	LTR	ERV1	1.134604454	1.579220838	1.215367041	2.001110169	3.522856429	4.785625569	1.724447214	4.847786981	4.905563147
MER91B	DNA	hAT-Tip100	13.72357233	11.87217932	8.419103417	13.22955773	45.99244468	51.27498573	45.36589342	45.80703821	43.06491951
MER66A	LTR	ERV1	2.24748806	3.649730592	3.689220952	4.336996898	3.864567689	3.511885106	1.280326879	0.778396131	2.883184732
Charlie2a	DNA	hAT-Charlie	54.84691923	52.93298075	62.53916878	46.52386359	48.68988799	47.32185695	18.99272085	38.48564355	34.04590493
Charlie2b	DNA	hAT-Charlie	91.92196976	77.44647067	69.92410656	53.53560251	46.54430378	49.74766706	22.98550654	40.79512822	54.38851914
MER50C	LTR	ERV1	0.144085114	0.997273834	0.750663144	0.414661047	0.83692672	0.192328688	1.799113755	0.64121343	0.520100877
MER50B	LTR	ERV1	23.68797782	29.84851224	29.84203993	25.07170001	33.39716113	29.96524571	6.833213126	5.632537193	3.810250714
MIRc	SINE	MIR	1641.397376	1393.438542	1307.552363	1459.524121	1254.159997	890.1757275	600.5192806	1125.824439	1229.28634
tRNA-Lys-AAA	tRNA	tRNA	0.033225935	0.141891433	0.030943504	0.012828038	0.317957078	0.207797974	0.006356021	0.210680853	0.040293872
LTR22C0	LTR	ERVK	0.6432675	1.522699944	1.482561173	0.993984561	1.997897904	0.964311291	1.392571485	0.010765776	1.69631135
X1_LINE	LINE	CR1	0.085105396	0.104192715	0.194144541	0.182572862	0.798901269	0.404519799	0.106301059	0.221647233	0.81771735
LTR22C2	LTR	ERVK	1.01778756	1.024252984	0.784975916	0.460771393	0.337770388	0.138047518	0.011758785	0.175342186	0.339411363
MER46C	DNA	TcMar-Tigger	47.95765232	38.73994303	27.82599268	36.09120406	50.79200015	37.08367686	21.30244118	30.11486822	48.07676827
MER31B	LTR	ERV1	12.78414048	25.00298609	17.62395	26.00559615	14.1486447	12.49803276	5.081029245	13.59784029	11.53901159
MamRep38	DNA	hAT	16.09823516	9.948485936	7.26439134	11.99005424	12.57335129	11.45506462	7.65288413	17.37111319	23.13258376
MER31A	LTR	ERV1	6.519500003	13.29420339	10.51975579	9.942181186	18.37751498	13.6317859	8.011398527	7.98466456	10.99207115
MER107	DNA	hAT-Charlie	6.386134062	7.416258259	5.963998675	6.407455883	10.96918105	8.960163596	3.297378487	9.873393528	7.361629817
L4_B_Mam	LINE	RTE-X	55.22218689	40.83832361	38.90075243	34.41422694	30.96393781	26.74904714	15.07995449	27.10223444	37.74507585
Tigger2a_Car	DNA	TcMar-Tigger	0	0	0	0	0	0	0	0	0
MER34D	LTR	ERV1	3.022594563	4.317010133	4.141420377	3.089348481	6.309472191	5.54518852	0.850706338	1.050067828	0.905107957
LTR88b	LTR	Gypsy?	14.41571537	24.19358027	14.18953484	17.40206661	46.0754704	11.18788457	3.444920054	3.394786677	3.764228957
MER20	DNA	hAT-Charlie	197.8952004	197.0255929	153.8288107	250.7174074	273.4539029	184.5671098	187.8030848	252.9433453	287.4855097
LTR30	LTR	ERV1	0.626257163	1.51156133	0.990740546	1.019685729	2.605981036	0.641203935	6.030394765	7.696110235	2.498188868
LTR16E2	LTR	ERVL	69.04242795	63.67506842	51.32777229	76.80225947	42.81897197	22.21643981	5.47507841	8.036530474	12.30666858
LTR16E1	LTR	ERVL	27.4206086	26.15323299	21.99575222	30.28691658	22.66141692	17.01644106	6.697446671	11.44051003	9.408955927
LTR43B	LTR	ERV1	1.049050742	1.743549401	1.842041408	2.600393456	1.215970384	1.152626292	0.566534959	0.671812644	0.081747363
MER49	LTR	ERV1	15.80895344	10.63281714	10.9430893	18.57779978	23.31723583	16.47363089	7.187990968	22.37580731	29.86004228
MER48	LTR	ERV1	6.992163493	11.17520875	10.02101283	10.58697179	24.04886633	24.34727513	17.47772225	10.19133162	6.768137526
PRIMAX-int	LTR	ERV1	0.033225935	0.052096357	0.030913782	0.645825834	0.825464449	0.05152898	0.012651864	0	0.010998375
LTR36	LTR	ERV1	36.60801628	16.4242534	20.77168195	25.8806521	14.33735049	4.115683762	1.252682284	4.378526504	5.992331802
LTR40c	LTR	ERVL	8.898097159	6.801050155	6.632402791	8.820743074	6.665136088	6.09958496	3.86449624	7.374224756	3.393291875
X7B_LINE	LINE	CR1	9.46167235	17.84024694	18.46544714	16.18926573	13.43940459	15.09446123	10.28341102	11.66920551	14.32710048
PRIMA4_LTR	LTR	ERV1	2.281008087	6.597156795	5.610448186	6.951548559	6.055674504	2.181067535	0.624586648	4.450770881	3.075265865
HERVK22-int	LTR	ERVK	25.29148836	23.93025877	24.03492338	21.66121599	35.18311434	13.27322794	4.862583487	5.656727271	10.53667511
tRNA-Arg-CGG	tRNA	tRNA	0	0	0	0	0	0.01958441	0.006356021	0	0.005805347
Tigger6a	DNA	TcMar-Tigger	57.61773184	50.72954437	28.2893767	20.89907707	27.25633946	17.11438963	10.82573867	31.18683896	20.82249277
Tigger6b	DNA	TcMar-Tigger	1.062299529	1.160723019	0.697553371	0.898582584	3.3988943	1.785070227	1.786016374	2.506715523	7.404674357
SVA_F	Other	Other	82.27876754	33.13030704	43.24483178	45.76162452	512.3239793	1263.566859	105.1174569	44.67162035	41.03460874
tRNA-Arg-CGA	tRNA	tRNA	0	0	0	0	0	0.00557544	0	0	0
MER83B	LTR	ERV1	9.052489721	4.79247488	4.54402478	2.873650929	7.801439132	6.408097205	2.756219098	3.64854636	5.322581841
L1MCb	LINE	L1	66.42090162	178.7667466	300.1456733	277.7749244	156.6506052	28.53751893	3.839328194	15.22762109	18.65684147
L1MCc	LINE	L1	72.50441713	80.69995429	54.7230337	68.16362359	49.55368671	50.06634872	14.15192565	18.46891378	34.46359647
L1PB2	LINE	L1	3.372746528	8.12555759	7.815294087	11.6776354	31.36087277	53.60934732	22.84186659	46.39761184	59.68855595
L1MCa	LINE	L1	139.4838776	169.600356	153.8874168	153.4602774	126.0220011	142.9667029	68.57635975	91.9731092	125.7554715
L1PB4	LINE	L1	93.46495137	140.6350634	143.6328514	164.2702794	229.7337147	503.1039926	275.6840913	370.2799676	361.4368538
MER72B	LTR	ERV1	1.212239081	0.607580042	0.981235983	1.131963538	1.017164767	0.181908976	0.813060953	1.770095552	0.827420337
MER102b	DNA	hAT-Charlie	76.42519607	60.5501896	58.75652333	68.72246075	52.57382167	43.21707563	118.2545307	73.90889514	68.24124463
MER102c	DNA	hAT-Charlie	295.8926358	139.7689215	127.4049606	69.58908265	62.75040056	56.27698284	27.65306935	44.3999362	50.38466789
MER102a	DNA	hAT-Charlie	46.79429531	82.83073734	71.8052777	93.69201694	65.54602546	27.64089225	33.75011457	69.4452279	80.54994553
LTR58	LTR	ERV1	0.169017303	0.934610193	0.382730198	0.835437777	0.819942612	0.519071998	0.818605378	4.119317145	5.895883743
AluYa5	SINE	Alu	234.0767253	187.5305525	227.2015345	132.8273589	223.709645	232.4378989	156.6750486	182.3515411	224.2817425
tRNA-Arg-AGG	tRNA	tRNA	0	0	0.018385021	0	0.018565025	0.008452488	0.150693367	0.160336709	0.376955385
LTR53-int	LTR	ERVL	2.689541855	4.212967634	3.505366476	6.930925371	10.94533155	4.449579725	7.845372294	5.527772158	5.913674204
AluYa8	SINE	Alu	72.61810731	60.05016957	79.53162525	41.92168249	79.70994893	90.79598861	64.16557388	70.88608719	84.56404785
LTR55	LTR	ERVL?	2.519445457	3.626811494	2.254354527	6.111591253	10.50705515	5.561818862	0.424937213	1.903707791	1.960601572
LTR56	LTR	ERV1	22.28583105	22.66574232	14.68536536	26.4566805	20.50942628	13.8560122	5.053868377	10.42549574	12.25600944
LTR57	LTR	ERVL	2.123299524	1.339012872	0.807669107	1.973734409	4.850019742	5.721339193	0.545929684	2.763276347	4.000341991
LTR45C	LTR	ERV1	8.781201077	12.97449806	11.52239596	10.52708754	9.409795701	6.161516436	2.67467278	5.679165605	13.31116334
LTR45B	LTR	ERV1	10.08467185	9.106638159	8.492341813	11.41593231	13.83989926	4.795686029	2.182050533	3.945262717	4.530873069
LTR52	LTR	ERVL	22.33711818	23.63407782	21.93442597	25.92835688	14.22669244	12.49856752	7.994899251	12.87332166	7.970590779
LTR53	LTR	ERVL	4.760311199	5.441286569	4.11951229	5.925677182	6.062256052	2.76697605	2.40383169	5.127505689	9.861970142
MER39	LTR	ERV1	97.2861003	79.23105229	57.85375415	64.57053245	68.02195872	30.6828379	15.347588	24.21473227	32.57967787
MER34B-int	LTR	ERV1	28.92101328	27.31752608	25.86992111	25.25381327	36.29632919	40.19759816	60.80325137	40.00823304	36.91495662
LTR75B	LTR	ERVL	3.436552535	4.379076589	1.564437632	1.116492406	2.719190464	2.097399717	0.159804255	1.691535839	4.028353792
MER30	DNA	hAT-Charlie	65.29265074	78.38829675	82.75572585	51.4250645	73.67165087	68.8358319	36.00255527	65.59278455	91.66186606
CR1_Mam	LINE	CR1	10.92417207	15.95391056	11.63021289	19.36835973	35.64123404	28.74438717	14.56804944	20.48165112	23.94446117
MER33	DNA	hAT-Charlie	143.4932934	120.5639207	88.02725972	108.0051127	135.2475288	98.96411637	69.53710038	126.1233998	131.7348812
MER34	LTR	ERV1	30.78832695	37.07556646	25.75111478	23.27619036	22.71365415	9.288485357	3.416672082	8.136201385	13.12100474
L1P4d	LINE	L1	2.278171409	2.241551263	1.365115355	2.167336574	3.889519917	5.009059398	3.383313474	1.463797293	0.848350795
MLT1G3-int	LTR	ERVL-MaLR	1.959456315	2.495222187	2.309384262	3.178550473	1.906484288	2.304177877	0.402892574	0.577872951	0.877365474
HERVI-int	LTR	ERV1	1.305318659	3.376746777	3.157493101	3.102837568	9.726626426	5.863174761	5.914064	22.46307938	18.55866795
Eulor9A	DNA	DNA	2.246267714	2.275564293	1.316830785	2.795444043	1.947504693	1.2512949	0.840652343	3.564725472	1.860632951
LTR27E	LTR	ERV1	3.469562183	2.864783624	3.060862304	3.283227618	5.080426287	5.951662916	2.275397741	3.815162854	5.429073427
L1P4e	LINE	L1	1.134106575	1.838144313	0.298336992	0.859706135	4.157728421	9.888774252	0.287135647	0.413803581	0.482511267
LTR27C	LTR	ERV1	0.659084347	1.268415273	1.017306912	1.208318765	3.672751447	3.897828012	0.27031657	1.671969566	2.927415541
LTR27B	LTR	ERV1	2.544106259	22.87484966	31.82230619	16.47863262	6.026835141	3.028131777	1.482524312	0.602403912	0.830994003
MER83A-int	LTR	ERV1	0.572284815	0.415141814	0.737687457	1.312496261	1.725000657	3.228717927	0.056508766	0.008754967	0.028001677
MER44C	DNA	TcMar-Tigger	3.702170588	3.744288635	2.324315481	7.546193136	23.89167856	16.16262625	17.78690763	32.18795123	38.44104911
L1MC2	LINE	L1	105.2105369	129.7593444	88.15076313	86.41182712	99.92166616	97.98205356	37.16643863	83.07489419	102.5848049
L1MC3	LINE	L1	301.4188169	242.0161802	315.1314037	463.6970664	530.1610955	391.8378458	302.3380735	302.1286984	378.4920187
FRAM	SINE	Alu	159.2326784	114.8594271	104.0071463	95.82607826	247.6255055	192.957545	145.5764345	164.8766718	202.529744
L1MC1	LINE	L1	392.874464	387.5900257	326.1665119	352.5212418	286.1193583	248.6451034	113.5788355	232.8544868	224.4772113
MLT1M	LTR	ERVL-MaLR	77.87255227	62.53258002	42.11904671	53.53246695	24.8036651	19.37951053	8.594532165	16.20116946	17.84954939
L1MC4	LINE	L1	485.8497123	628.9605376	510.0530612	482.0862977	542.3224675	444.6639638	255.5113582	479.7466684	513.4984638
HERV9-int	LTR	ERV1	11.10489133	13.05387539	10.7102064	26.20129643	33.03698318	12.67006771	3.003229441	8.919742388	16.28748949
X8_LINE	LINE	CR1	11.26558803	10.84743101	8.543662011	6.549010934	3.223107198	2.509620299	2.419737608	15.0066207	5.934645744
L2b	LINE	L2	1252.204348	1284.553521	1057.470906	1313.596616	1277.19062	970.7832677	480.4649634	1033.449296	1181.652247
